Nota,Judul Buku
PNJM-230808-0082,['Filsafat Intelijen: Negara Republik Indonesia/ A.M. Hendropriyono']
PNJM-230808-0083,"['Pengantar Pendidikan Keperawatan/ A. Aziz Alimul H.', 'My Psycho Path Boy Friend/Bayu Permana']"
PNJM-230808-0084,['Manusia Istana: Sekumpulan Puisi Politik/ Radhar Panca Dahana']
PNJM-230808-0085,"['BAD MEN: ORANG-ORANG JAHAT/ JOHN CONNOLLY; PENERJEMAH, BAROKAH RUZIATI', 'Laut Bercerita/ Leila S. Chudori']"
PNJM-230808-0086,"['PENILAIAN KINERJA PROFESI GURU DAN ANGKA KREDITNYA/ TUTIK RACHMAWATI & DARYANTO', 'Metode Penelitian Kuantitatif: Teori Dan Aplikasi/ Bambang Prasetyo, Lina Miftahul Jannah']"
PNJM-230808-0087,['Cerita Al Quran Untuk Anak/ Tim Erlangga For Kids']
PNJM-230809-0088,['Wajah Peradaban Barat: Dari Hegemoni Kristen Ke Dominasi Sekular Liberal/ Adian Husaini']
PNJM-230809-0089,['MENGENAL BANK PERKREDITAN/ MOCH ADEEVA PUTRA']
PNJM-230809-0090,"['Pengantar Bisnis Pengelolaan Bisnis Dalam Era Globalisasi/ Pandji Anoraga', 'Etika Bisnis: Menangkap Spirit ajaran Langit Dan Pesan Moral ajaran Bumi/ Muhammad Djakfar']"
PNJM-230809-0091,['Kompilasi Hukum Ekonomi Syariah/ Tim Redaksi Fokusmedia']
PNJM-230809-0092,"['PASTI CEPAT BISA 16 TENSES: SATU BUKU HAFAL SEGALA TENSES & SEGUDANG RUMUSNYA/ TOMMY HANAFI', 'Developing English Skill: Practice Makes Perfect ,Edisi Terbaru Untuk Guru SMP,SMA Dan Umum/ M. Zainul Arifin PWD']"
PNJM-230810-0093,['Profesi Keguruan: Konsep & Strategi Mengembangkan Profesi & Karier Guru/Rulam Ahmadi']
PNJM-230810-0094,['ATOMIC HABITS: Perubahan Kecil Yang Memberikan Hasil Luar Biasa/James Clear']
PNJM-230810-0095,['Manajemen Lingkungan Hidup untuk Bisnis: Teori dan Aplikasi/ Wijanto Hadipuro']
PNJM-230810-0096,"['Seri Referensi dan Aplikasi TIK Untuk SMA: Microsoft Excel/ Henry Pandia', 'Tujuh Kebiasaan Orang yang Nyebelin Banget/ Henry Manampiring']"
PNJM-230810-0097,"['Khazanah Pengetahuan Kesehatan: Kesehatan Tubuh Manusia 1/ Jacquest Fortin; Penerjemah, W. Aurellia D']"
PNJM-230810-0098,"['Khazanah Pengetahuan Kesehatan 2: Tulang, sendi, otot, dan sistem saraf/ Jacque Fortin; Penerjemah: Aurellia']"
PNJM-230811-0099,['Concise Grammar For Toefl: Panduan Praktis Mempelajari Struktur Kalimat Dalam Test Of English As Foreign language/Imam Baehaqi']
PNJM-230811-0100,"['Buku Pintar: Fisika SMA Untuk Kelas 1,2, Dan 3/ Joko Untoro']"
PNJM-230811-0101,['Spooky Stories: Clown Terror/Sherina Salsabila']
PNJM-230811-0102,"['Tujuh Manusia Harimau: Jilid 1 Pantang Ber Dendam/ Motinggo Busye', 'Jangan Salah Pilih Pasangan: Temukan Soulmate Sejatimu/ Ayah Edy']"
PNJM-230811-0103,"['Survival 2: Bertahan Hidup di Amazon/ Choi Duk-Hee, KangGyun -Hyo; Penerjemah, Iwan Wildana']"
PNJM-230811-0104,['Good Corporate Governance: Pada Lembaga Perbankan/Daeng Naja']
PNJM-230811-0105,['The Glory Of The Past: Percikan Gagasan Membangun Kepri Yang Madani dan Sejahtera/ Iskandarsyah']
PNJM-230811-0106,"['Kecil - Kecil Punya Karya: The Twinkle Star From Gryeld Fe Dowils/ Ulinnuha Corinna Azmi', 'Penulis Cilik Punya Karya: Move On/ Salsa Putri Sadzwana']"
PNJM-230811-0107,"['Kecil Kecil Punya Kerya: Friend Ship Forever/ Farah Aisyah Azzahra', 'Komik Kecil-Kecil Punya Karya: Perang Bantal/ Nadira Ramadhan Rosapatria']"
PNJM-230811-0108,['Bad Girl Vs Ketua Osis/ Intanzs']
PNJM-230811-0109,"['KEPONAKAN PENYIHIR: THE CHRONICLES OF NARNIA/ C.S. LEWIS; PENERJEMAH, INDAH S. PRATIDINA']"
PNJM-230812-0110,['Mix Edition Ghost School: Tas Impian/Bambang Irwanto']
PNJM-230812-0111,"['Mudah dan Cepat Menggambar Pemandangan/ Budi Indera Cahaya', 'Survival 2: Bertahan Hidup di Amazon/ Choi Duk-Hee, KangGyun -Hyo; Penerjemah, Iwan Wildana']"
PNJM-230812-0112,"['Seri Tokoh Dunia 22: Isadora Duncan/ Chang Su Ling; Penerjemah, Klara Siauw', 'Satwa Terunik Teraneh Sejagat/ Nia Haryanto']"
PNJM-230812-0113,"['JAILANGKUNG SERI 1/ KRISHNA MIHARDJA', 'JAILANGKUNG SERI 2/ KRISHNA MIHARDJA']"
PNJM-230812-0114,['Tip Sales: Tulisan Inspirasi pagi untuk Sales/ Dedy Budiman']
PNJM-230812-0115,"['Trust Me I M Lying: Pengakuan Seorang Manipulator Media/ Ryan Holiday', 'Ikuti Kata Hatimu: Telah Diterbitkan Dalam 35 Bahasa! Success/Andrew Matthews']"
PNJM-230812-0116,"['The Leadership Pipeline: Cara Membangun Perusahaan dengan Memperkuat Kepemimpinan/ Ram Charan, Steve Droter, Jim Noel; Penerjemah, Ati Cahayani']"
PNJM-230812-0117,"['MENYELAMATKAN PATUNG SPHINX/ GERENIMO STILTON; PENERJEMAH, BRUNO RUMYARU', 'What? Bumi: Komik Pengetahuan Sains Untuk Anak-Anak/ Park Jong Kyu, Lee Galery; Penerjemah, Shas Kia Saraswati']"
PNJM-230812-0118,"['WASPADA PADA PENGEDAR NARKOBA/ ARNU, TUTI', 'Survival 2: Bertahan Hidup di Amazon/ Choi Duk-Hee, KangGyun -Hyo; Penerjemah, Iwan Wildana']"
PNJM-230812-0119,"['Dongeng Anak Islam: Syifa Dan Stetoskop Ajaib/ Sri Widiyastuti', 'Buku Peraga Jam/ Ermina Krisrmarsanti']"
PNJM-230812-0120,"['Seri Anak Cerdas: Aku Mau Memaafkan/Anee Rahman', 'Mengenal LambangBilangan/ Ana Melasari']"
PNJM-230812-0121,"['Pengaruh Portugis di Indonesia/ Antonio Pinto da Franca', 'Seri Perjuangan Pangeran Diponegoro: Pergolakan di Tanah Jawa/ Harijanto']"
PNJM-230812-0122,"['Raja Haji Fisabilillah: Hannibal Dari Riau/ Hasan Junus', 'One Hundred Language Functions For Fluent English: Mahir Percakapan Bahasa Inggris/ Slamet Riyanto']"
PNJM-230812-0123,"['Raja dan Kerajaan dalam Kepustakaan Melayu/ Mahdini', 'BANK SOAL KIMIA SMA/MA/ RATNA RIMA MELATI & DEWI KURNIAWATI']"
PNJM-230814-0124,"['Ensiklopedia Mini Sains/ Chris Oxlade, Anita Ganen; Penerjemah, Buyung Asmara.', 'Jendela & Iptek Bumi/ Susanna Van Rose; Penerjemah Olivia N. Harahap']"
PNJM-230814-0125,['Sosiologi Untuk Masyarakat Indonesia/ Hassan Shadily']
PNJM-230814-0126,"['Seeds Of Inspiration: Motivasi Untuk Setiap Hari/ Esther Idayanti', 'Finally Mr. Right :Akhirnya Kamu Di Hatiku/ Shita Hapsari']"
PNJM-230814-0127,"['Air mata Bulan: Mala Petaka Di Mulai/ Ziggy Zezsyazeoviennazabrizkie', 'BERTAMBAH BIJAK SETIAP HARI: TUHAN SUDAH PINDAH ALAMAT?/ BUDI S. TANUWIBOWO']"
PNJM-230814-0128,['Candrasa/ Primadonna Angela']
PNJM-230814-0129,"['PENA BERACUN/ AGATHA CHRISTIE; PENERJEMAH, SUWARNI A.S.', 'PEMBUNUHAN TERPENDAM/ AGATHA CHRISTIE; PENERJEMAH, SUDARTO']"
PNJM-230814-0130,['Beauty And The Best/ Luna Torashyngu']
PNJM-230815-0131,"['PSIKOLOGI FAAL: TINJAUAN PSIKOLOGI DAN FISIOLOGI DALAM MEMAHAMI PERILAKU MANUSIA/ IRIANI INDRI HAPSARI, IRA PUSPITASARI, RATNA DYAH SURYARATRI', 'Antropologi Kesehatan/ George M Foster; Penerjemah, Priyanti Pakan Suryadarma']"
PNJM-230815-0132,"['MALAM TANPA AKHIR/ AGATHA CHRISTIE; PENERJEMAH, JULANDA TANTANI', 'Today In the Past/ Won Hye-Jung, Penerjemah: Sita Hapsari']"
PNJM-230815-0133,['Kepemimpinan Kepala Sekolah: Tinjauan Teoretik dan Permasalahannya/ Wahjosumidji']
PNJM-230815-0134,"['Kitab Undang-Undang Hukum Perdata ( KUH Perdata)/Niniek Suparno', 'Hukum Gadai Syariah/ Zainuddin Ali']"
PNJM-230815-0135,['FILOSOFI TERAS: Filsafat Yunani-Romawi Kuno Untuk Mental Tangguh Masa Kini/ Henry Manampiring']
PNJM-230815-0136,"['Penulis Cilik Punya Karya: Little Miss Perfect/ Putri Salsa', 'Kecil-kecil Jadi Detekti: Mysterious Market/ Muhammad Rafid Nadhif']"
PNJM-230815-0137,"['Kecil-Kecil Punya Karya: Musim Hujan Yang Hangat/ Bintang Nurul Hidayati', 'Kecil-Kecil Punya Karya: The Pink Shoes/Maulidya Risti Fatihah']"
PNJM-230816-0138,"['Sistem Pencernaan Makanan Pada Tubuh Manusia/ Budiman Eko Susanto', 'Fungsi Sistem Tubuh Manusia/ Syaifuddin']"
PNJM-230816-0139,['Fungsi Sistem Tubuh Manusia/ Syaifuddin']
PNJM-230816-0140,['Keep Moving: Renungan Kepemimpinan 180 Hari/ Thomas Kristo']
PNJM-230816-0141,"['Keperawatan Kardiovaskular/ Wajan Juni Udjianti', 'Anatomi dan Fisiologi Untuk Pemula/ Ethel Sloane; Penerjemah, James Veldmen']"
PNJM-230816-0142,"['Survival 1: Bertahan Hidup di Pulau Tak Berpenghuni/ Choi Duk-Hee, KangGyun -Hyo; Penerjemah, Iwan Wildana', 'Legenda Danau Toba Dan Pulau Samosir: Cerita Dari Sumatra Utara/ Heny V. Tinneke']"
PNJM-230818-0143,['Laut Bercerita/ Leila S. Chudori']
PNJM-230818-0144,['Sebuah Seni Untuk Bersikap Bodo Amat: Pendekatan Yang Waras Demi Menjalani Hidup Yang Baik/ Mark Manson']
PNJM-230818-0145,['TAKSONOMI KOGNITIF: PERKEMBANGAN RAGAM BERPIKIR/ WOWO SUNARYO KUSWANA']
PNJM-230818-0146,['METODE PENELITIAN KUANTITATIF/DENI DARMAWAN']
PNJM-230818-0147,['METODE PENELITIAN KUANTITATIF/DENI DARMAWAN']
PNJM-230818-0148,"['Simple English Grammar: Pintar Kuasai Tata Bahasa Inggris/ Suratman Dahlan, Iswan A. Thais', 'Rich Dad Poor Dad: Apa Yang Diajarkan Orang Kaya Kepada Anak-anak Mereka Tentang Uang-Yang Tidak Diajarkan Oleh Orang Miskin Dan Kelas Menengah!/ Robert T. Kiyosaki,: Penerjemah: J. Dwi Helly Purnomo']"
PNJM-230819-0149,"['Pendidikan Anak Dalam Islam/ Syekh Muhammad Makki Nashr Al-Juraisy; Penerjemah, Ayit Irpani']"
PNJM-230819-0150,"['Seri Penemuan 42: Penemuan Setrika/ Sekolah Komik Pipilaka', 'Survival 5:Selamat Dari Gunung Berapi/ Hong Jae-cheol, Oh Hyun Jeong Jun-gyu; Penerjemah, Bambang Sudiyono, Irene Christin']"
PNJM-230819-0151,"['Seri Penemuan 17: Penemuan Garam/ Kelompok Gramedia', 'PETUALANGAN DI KOLOSEUM/ GERONIMO STILTON; PENERJEMAH, AMY LIEM']"
PNJM-230819-0152,"['Ghost School Days: Magic Tralala/ Fayanna Ailisha Davianny, Assyifa S.Arum', 'Kisah Teladan Sahabat Nabi/ Hamid Ahmad Ath- Thahir .; penerjemah: Ali Sultan']"
PNJM-230819-0153,['Komik Kecil-Kecil Punya Karya: Perang Bantal/ Nadira Ramadhan Rosapatria']
PNJM-230819-0154,"['Lahirnya Pancasila: Kumpulan Pidato BPUPKI/ Floriberta Aning', 'Gerakan 30 September: Antara Fakta & Rekayasa Berdasarkan Kesaksian Para Pelaku Sejarah/ Center For Information Analysis']"
PNJM-230819-0155,"['Seni Perang Sun Tzu/ Thomas Cleary; Penerjemah, Victor Dumanik', 'Cut Nyak Din: Kisah Ratu Perang Aceh/ M.H. Skelely Lulofs; Penerjemah, Fadjriah Nurdiarsih']"
PNJM-230819-0156,"['Kecil-Kecil Punya Karya: Perang Cokelat/ Andita Permatasari', 'Kecil - Kecil Punya Karya: From Holland With Love/ Yasmin Azzahra Rahman']"
PNJM-230819-0157,"['Kecil-Kecil Punya Karya: Aksi Seru Bizass/ Amalinda Zhafirani Nabila', 'Kecil - Kecil Jadi Detiktif: Misteri Gadis Mangga/ Bintang Nurul Hidayati']"
PNJM-230821-0158,"['Kamus Jerman Indonesia/ Adolf Schacfht, Hafifi', 'Jendela Iptek Ruang dan Waktu/ Mary, Jhon Gribbin; Penerjemah, Is Rachmat']"
PNJM-230821-0159,['Undang-Undang Perlindungan Anak/ Fokus Media']
PNJM-230821-0160,['Undang-Undang RI No. 23 Tahun 2004 Tentang Penghapusan Kekerasan Dalam Rumah Tangga/Pusat Info Data Indonesia']
PNJM-230821-0161,"['Hukum Gadai Syariah/ Zainuddin Ali', 'Jendela & Iptek Bumi/ Susanna Van Rose; Penerjemah Olivia N. Harahap']"
PNJM-230821-0162,"['Berani Tidak Disukai: Fenomena Dari Jepang Untuk Membebaskan Diri, Mengubah Diri, Mengubah Hidup, Dan Meraih Kebahagiaan Sejati/ Ichiro Kishimi, Fumitake Koga; Penerjemah: Agnes Chynthia', 'Lulus Psikotes Calon Karyawan Bumn dan Swasta/ Tim Psychochic']"
PNJM-230821-0163,"['Electronic Goverment: Strategi Pembangunan dan Pengembangan Sistem Pelayanan Publik Berbasis Teknologi Digital/ Richardus Eko Indrajit', 'Peningkatan Kualitas Pelayanan Publik Indonesia/ Muhammad Alfiansyah']"
PNJM-230821-0164,"['PEMBUNUH DI LORONG/ AGATHA CHRISTIE; PENERJEMAH, SUWARNI', 'Seratus Misteri Dunia Terbesar Sepanjang Sejarah Manusia/ Matt Lamy; Penerjemah, Saut Pasariba']"
PNJM-230822-0165,['Lets Go Around The World/ Dyah Prames Warie']
PNJM-230822-0166,"['Komik Fantasteen: Siluman Guci/ Abdurrahim Budiman W, Annisa Ulfa, Mustafa Kamal', 'Kecil-Kecil Punya Karya: Indahnya Langit Kanazawa/ Adila Tsabita Suryo Kusumo']"
PNJM-230822-0167,"['Catatan Harian Olin: Aduh Pusing 2/ Ali Muakhir, Hasan Arifin', 'Fantasteen Shadow: Menyertaimu Saat Kamu Terbangun/ Nisrina Salsabila']"
PNJM-230822-0169,"['Al-hikam Ibnu Athaillah: Jalan Kebahagian Abadi/Ibnu Athaillah ; Penerjemah, M. Tatam Wijaya', 'Mengaji Latha-Iful Minan: Biografi Dua Wali Allah Dan Pelajaran Pencerahan Akal Dan Hati/ Ibnu Athaillah, Penerjemah: Fauzi Faisal bahreisy']"
PNJM-230822-0170,"['SEPATU SANG NELAYAN/ MORRIS WEST; PENERJEMAH, MURBANDONO', 'SI TURKI DAN IBUKU/ MARY HELEN STEFANIAK; PENERJEMAH, LULU WIJAYA']"
PNJM-230822-0171,"['Buku Paling Puber Sedunia: Cerdas Ngebahas Seks Remaja Sambil Cekikikan/ Michelle Amaris, Jhon Tanamera; Penerjemah, Silvy Riana Putri']"
PNJM-230823-0172,"['Examining Islam In The West: Addressing Accusations and Correcting Misconceptions/ Alwi Shiha; Penerjemah, Ralph B. Brown, Rumtini', 'Islam dan Transformasi Kebudayaan Melayu Di Kerjaan Siak/ Hasbullah']"
PNJM-230823-0173,['Anatomi Fisiologi Edisi 4: Kurikulum Berbasis Kompetensi Untuk Keperawatan dan Kebidanan/ H. Syaifuddin']
PNJM-230823-0174,['Friend Zone/ Abdul Aziz']
PNJM-230823-0175,['Aplikasi Program PHP & My SQL Untuk Membuat Website Interaktif/ Madcoms']
PNJM-230823-0176,['Kompas I.T. Kreatif Corel Draw: Untuk Semua Versi Corel Draw/Oscar Yulius']
PNJM-230823-0177,"['International Best seller: Problem Solving 101/ Ken Watanabe, Penerjemah: Tim Publishing ONe', 'Buku Pintar Bahasa Jepang/ Arif Sugiyanto']"
PNJM-230824-0178,"['Kebijakan Publik: Berbasis Dynamic Policy Analisys/Dwiyanto Indiahono', 'IMPLEMENTASI KEBIJAKAN PUBLIK: KONSEP DAN APLIKASINYA DI INDONESIA/ ERWAN AGUNG PURWANTO, DYAH RATIH SULISTYASTUTI']"
PNJM-230824-0179,"['Successful Strategies For Toefl/ Tumijo, Slamat Riyanto']"
PNJM-230825-0180,"['Banya Buku 1/ Kim Young Oh; Penerjemah, Novita Isnaini', 'Sadako/ Koji Suzuki; Penerjemah, Lan Alexa']"
PNJM-230825-0181,"['Rich Dads CashflowQuardrant: Panduan Mencapai Kebebasan Keuangan/ Robert T Kiyosaki; Penerjemah, Rina Buntaran']"
PNJM-230825-0182,['Amalan Hati: Menjernihkan Jiwa Menyegarkan Amal/ Ibnu Taimiyah']
PNJM-230825-0183,"['Pengantar Semantik Bahasa Indonesia/ Abdul Chaer', 'Semantik Leksikal/ Mansoer Pateda']"
PNJM-230825-0184,['Teori Semantik Edisi Kedua/ J.D Parera']
PNJM-230826-0185,"['Tiga Ratus Enam Puluh Lima Dari Kertas dan Karton/ Fiona Watt', 'Master Terampil Melipat/Ermina Krismarsanti']"
PNJM-230826-0186,"['Ghost School Days: Magic Tralala/ Fayanna Ailisha Davianny, Assyifa S.Arum', 'Detektif Javania/ Ivan Binuki, Assyfa S. Arum']"
PNJM-230826-0187,"['Strategi Pembelajaran Teori dan Aplikasi/ Jamil Suprihatiningrum', 'Penilaian Hasil Proses Belajar Mengajar/ Nana Sudjana']"
PNJM-230826-0188,"['STRATEGI PEMBELAJARAN/ ABDUL MAJID', 'Belajar & Pembelajaran: Teori Dan Praktik/ Thobroni']"
PNJM-230826-0189,"['Buku 2 In 1 Dongeng dan Aktivitas: Ambil Keranjangmu Kita pergi ke Hutan Nyam-Nyam/ Kak Vinda', 'Buku Ajaib: Jago Menulis Huruf Tegak Bersambung, Untuk Paud & TK/Ahmad Faiq']"
PNJM-230826-0190,"['ENSIKLOPEDI POPULER ANAK JILID 3: INDIA, ANAK BENUA-KUMBANG/ ANN KRAMER; PENERJEMAH, CONNY R. SEMIAWAN', 'ENSIKLOPEDI POPULER ANAK JILID 4: KUPU-KUPU DAN NGENGAT-PENJELAJAH/ ANN KRAMER; PENERJEMAH, CONNY R. SEMIAWAN']"
PNJM-230826-0191,"['Sains Kuno Yang Cemerlang 2/ Koh Yun Kon; Penerjemah, Deni Supardi', 'ENSIKLOPEDIA PERCOBAAN SAINS JILID. 1: BUMI TERUS BERGERAK/ JOANNA LORENZO; PENERJEMAH, REYNALDO KRISSANCHA AZARYA']"
PNJM-230826-0192,"['Why ? Bumi/ Lee Kwang Woong. Penerjemah, Novi , Dede Sofyant', 'Why? Alam Semesta/ Lee Kwang Wonng; Penerjemah, Yuliawati Dwi Widyaningrum']"
PNJM-230826-0193,"['Survival 1: Bertahan Hidup di Pulau Tak Berpenghuni/ Choi Duk-Hee, KangGyun -Hyo; Penerjemah, Iwan Wildana', 'Seri Penemuan 30: Penemuan Jam Tangan/ Uni Komik']"
PNJM-230826-0194,['Jokowi Dari Rakyat Dan Tetap Merakyat/ West Angga Tijaniy']
PNJM-230826-0195,"['Gerakan 30 September: Antara Fakta & Rekayasa Berdasarkan Kesaksian Para Pelaku Sejarah/ Center For Information Analysis', 'Lahirnya Pancasila: Kumpulan Pidato BPUPKI/ Floriberta Aning']"
PNJM-230826-0196,"['Lahirnya Pancasila: Kumpulan Pidato BPUPKI/ Floriberta Aning', 'Gerakan 30 September: Antara Fakta & Rekayasa Berdasarkan Kesaksian Para Pelaku Sejarah/ Center For Information Analysis']"
PNJM-230826-0197,"['Seni Perang Sun Tzu/ Thomas Cleary; Penerjemah, Victor Dumanik']"
PNJM-230826-0198,"['Long Distance Relationship: Cinta Sejati Tak Berhitung Jarak, Ruang, Waktu/Eidelweis Almira', 'Aldinaya./ Deadela']"
PNJM-230826-0200,"['IKAN TANPA SALAH/ ALFRED BIRNEY; PENERJEMAH, WIDJAJANTI DHARNOWIJONO']"
PNJM-230826-0203,"['Buku Saku: Pohon/ Theresa Greenway; Penerjemah, Hadisunarso', 'Kiichiro Toyota: Pilar Bisnis Tangguh dari Jepang/ Shoji Kimoto, Johya Kagemaru; Penerjemah, Yenny Hendrawati']"
PNJM-230826-0204,['SMART WITH YOUR MONEY: CERDAS MENGELOLA KEUANGAN PRIBADI & BERINVESTASI AGAR HARI TUA SEJAHTERA/ INGGRID TAN']
PNJM-230826-0205,"['Sherlock Holmes/ Sir Arthur Conan Doyle; Penerjemah, Ismanto', 'Master Kata-Kata Akademis Bahasa Inggris/Patrisius Istiarto Djiwandono']"
PNJM-230828-0206,"['Scary Tales: Home Sweet Horror/ James Preller; Penerjemah, Hedwigis Chrisma Hapsari']"
PNJM-230828-0207,"['Mahir Berbahasa Italia Dalam Sepekan/ Shirley Baldwin', 'Jendela Iptek Astronomi/ Kristen Lippincott']"
PNJM-230828-0208,['Kepemimpinan Dan Perilaku Organisasi: Edisi Kedua/ Veithzal Rivai']
PNJM-230828-0209,['Dasar-Dasar Akuntansi:Dengan Contoh Sederhana untuk Gambaran yang lebih Kongkrit/ Harnanto']
PNJM-230828-0210,"['Cerdas, Aktif, & Kreatif Dengan Geo Digital: Literasi Digital Untuk Menjelajahi Muka Bumi/ Ana Widiyati']"
PNJM-230830-0211,"['Kecil-Kecil Punya Karya: Stranded Cerita Dari Pulau Tak Berpenghuni/ Oryza Sativa Apriyani', 'Kecil-Kecil Jadi Detektif: Misteri Boneka Matryoshka/ Lakista Judith Tabina']"
PNJM-230830-0212,"['Mengaji Latha-Iful Minan: Biografi Dua Wali Allah Dan Pelajaran Pencerahan Akal Dan Hati/ Ibnu Athaillah, Penerjemah: Fauzi Faisal bahreisy', 'Al-hikam Ibnu Athaillah: Jalan Kebahagian Abadi/Ibnu Athaillah ; Penerjemah, M. Tatam Wijaya']"
PNJM-230830-0213,['Kumpulan Dongeng Anak Seluruh Dunia: 16 Cerita Dari Timur Dan Barat/ TimFamilia']
PNJM-230830-0214,['Lets Go Around The World/ Dyah Prames Warie']
PNJM-230830-0215,"['Buku Pintar: Fisika SMP Untuk Kelas 1,2 Dan,3/ Joko Untoro', 'Buku Pintar: Fisika SMA Untuk Kelas 1,2, Dan 3/ Joko Untoro']"
PNJM-230830-0216,['Merry Riana: Campus Ambassadors/ Shandy Tan']
PNJM-230831-0217,"['I Can Speak English!: TK B/ Afrin Aulia', 'Niloya: Menghilang/Alim Ekiz']"
PNJM-230831-0218,"['Indonesia Arab Dalam Pergerakan Kemerdekaan/ Husain Haikal', 'Pegawai Negeri Sipil (PNS) Edisi 2009/ Tim Redaksi Fokus Media']"
PNJM-230831-0219,"['Misteri Bunyi Angklung: Kisah-Kisah Seru Tentang Musik/ Katrina Pradnya', 'Kecil-Kecl Punya Karya: Happy Forever, Hari-Hari Seru Miss Onar/ Mayra Alvera Muchni']"
PNJM-230901-0001,['The Glory Of The Past: Percikan Gagasan Membangun Kepri Yang Madani dan Sejahtera/ Iskandarsyah']
PNJM-230901-0002,"['Bisinis Kreatif Di Rumah Mudal mini Untung Maksi/ Hendry E. Ramadhan', 'Akuntansi Biaya: Dengan Menggunakan Pendekatan Manajemen Biaya Edisi keenam Jilid I/ Letricia Gayle Rayburn; Penerjemah, Sugyarto']"
PNJM-230901-0003,"['KERETA 4.50 DARI PADDINGTON/ AGATHA CHRISTIE; PENERJEMAH, LILY WIBISONO', 'GADIS KETIGA/ AGATHA CHRISTIE; PENERJEMAH, JOYCE K. ISA']"
PNJM-230901-0004,"['Rich Dad Poor Dad: Apa Yang Diajarkan Orang Kaya Kepada Anak-anak Mereka Tentang Uang-Yang Tidak Diajarkan Oleh Orang Miskin Dan Kelas Menengah!/ Robert T. Kiyosaki,: Penerjemah: J. Dwi Helly Purnomo']"
PNJM-230901-0005,"['Teori Semantik Edisi Kedua/ J.D Parera', 'Semantik Leksikal/ Mansoer Pateda']"
PNJM-230902-0006,"['Mudahnya Berpikir Positif/Saiful Anam', 'Second Hurt: Luka itu Tidak Datang Sekali/ Heri Putra']"
PNJM-230902-0007,"['Kecil-Kecil Punya Karya: Diari Arcita/ Nada Nadzira Ayasha Kamal', 'Ghost School Days: Kastel Terbang/ Oyasujiwo']"
PNJM-230902-0008,"['Hadis Dan Kisah Teladan Untuk Anak Saleh: Bersumber Dari Hadis-Hadis Sahih/ Ariany Syurfah', 'Mengenal Halal Haram: Untuk anak Memupuk Nilai-Nilai Keislaman Anak Sejak usia Dini/ Ryu Tri']"
PNJM-230902-0009,['Muslimah Cerdas & Kreatif: Panduan Lengkap Seputar Rumah/ Riyanti GW']
PNJM-230902-0010,"['Cerita Al Quran Untuk Anak/ Tim Erlangga For Kids', 'ENSIKLOPEDIA PERCOBAAN SAINS JILID. 7: SAINS DAN TEKNOLOGI/ JOANNA LORENZO; PENERJEMAH, REYNALDO KRISSANCHA AZARYA']"
PNJM-230902-0011,"['Seri Keajaiban Alam:Keajaiban Binatang Dalam Melindungi Anak/Anno D. Sanjari', 'Aku Hamba Allah Untuk RA-B Semester 1/ Ana Melasari']"
PNJM-230902-0012,"['Logam Dan Lingkungan/ Franklin Watts. Penerjemah: Wasi Dewanto', 'Bercerita Mewarnai Menempel Gatot Kaca/ Narendra Dwi Putra']"
PNJM-230902-0013,"['Bandelnya Judith/ Bayu Indie', 'Swag With G-Dragon Big Bang/ Arumi E']"
PNJM-230902-0014,"['RECHARGE YOUR SPIRIT: BEGINI CARANYA MOVE ON/ KEEN ACHRONI', 'FILOSOFI TERAS: Filsafat Yunani-Romawi Kuno Untuk Mental Tangguh Masa Kini/ Henry Manampiring']"
PNJM-230902-0015,"['Sejarah Hukum di Indonesia/ C.S.T Kansil, Christine S.T Kansil', 'Kamus Hukum Edisi Baru/ Sudarsono']"
PNJM-230902-0016,['Logika Hubungan Internasional Persepsi Nasional 1/ Walter Jones; Penerjemah: Budiono']
PNJM-230902-0017,"['Hukum Tata Negara Indonesia/ Dasril Radjab', 'Sejarah Hukum di Indonesia/ C.S.T Kansil, Christine S.T Kansil']"
PNJM-230902-0018,"['Aku Banyak Bertanya Prof. Ensto Menjawab: Tubuh Kita/ Erwin Adi Putranto', 'ENSIKLOPEDIA PERCOBAAN SAINS JILID. 1: BUMI TERUS BERGERAK/ JOANNA LORENZO; PENERJEMAH, REYNALDO KRISSANCHA AZARYA']"
PNJM-230902-0019,"['Buku Peraga Seri Menebak Gambar:Siapakah Dia/ Heny Kusumawati', 'SEPULUH PERUMPAMAAN YESUS/ ELENA PASQUALI; PENERJEMAH, RONNIE TAMBUNAN']"
PNJM-230904-0020,"['Dasar-Dasar Tata Bahasa Italia: Disertai Percakapan Dasar /Denny Mahluddin', 'Mahir Berbahasa Italia Dalam Sepekan/ Shirley Baldwin']"
PNJM-230904-0021,"['KETIKA CINTA BERTASBIH: BUKU 2 DWILOGI PEMBANGUN JIWA/ HABIBURAHMAN EL SHIRAZY', 'Pengantar Ekonomi Mikro dan Makro/ Paulus Kurniawan, Made Kembar Sri Budhi']"
PNJM-230904-0022,"['Pengantar Ekonomi Mikro dan Makro/ Paulus Kurniawan, Made Kembar Sri Budhi']"
PNJM-230904-0023,"['Edisi Kedelapan: Kalkulus Jilid 2/Dale Varbeg, Edwn Ahli Bahasa: Julian Bersando']"
PNJM-230904-0024,['Metodologi Penelitian Pendidikan: Kompetensi Dan Praktiknya/ Sukardi']
PNJM-230904-0025,['METODE PENELITIAN PENDIDIKAN/ NANA SYAODIH SUKMADINATA']
