Nota,Judul Buku
PNJM-230904-0026,"['Manajemen Produksi: Perencanaan dan Pengendalian Produksi/ Hendra Kusuma', 'Manajeman Operasional Teori, Soal-Jawab, dan Soal Mandiri/ Danang Suyanto dan Danang Wahyudi']"
PNJM-230905-0027,"['MKDU: Dasar- Dasar Pendidikan Agama Islam Untuk Perguruan Tinggi/ Abu Ahmadi, Noor Salimi', 'Pendidikan Agam Islam/ Mohammad Daud Ali']"
PNJM-230905-0028,"['The New Rules: Emotional Intelligence/ Rob Yeung, Ahli Bahasa: Sri Isnaini Husnayati', 'Bahasa Jepang Pariwisata Dan Perhotelan: Dilengkapi Pecakapan Untuk Memandu Wisatawan dari Jepang/ Stephanus Ardi Prasetiawan']"
PNJM-230905-0029,"['Simple English Grammar: Pintar Kuasai Tata Bahasa Inggris/ Suratman Dahlan, Iswan A. Thais', 'TOEFL Preparation: The Test Of English as a Foreign Language/Slamet Riyanto, Anna Christina Handhini']"
PNJM-230905-0030,"['The Power Of Dzikir (Rahasia Kekuatan Dzikir)/ Amru Khaled', 'Syekh Abu Al-Hasan Al-Syadzili: Kisah Hidup Sang Wali dan Pesan-Pesan yang Menghidupkan Hati/ Makmun Gharib; Penerjemah, Asy Ari Khatib']"
PNJM-230906-0031,"['Profesi Pendidikan : Problema, Solusi, dan Reformasi Pendidikan Di Indonesia/ Hamzah B. Uno', 'Profesi Keguruan/ Soetjipto, Raflis Kosasi']"
PNJM-230906-0032,"['Pemasaran Buku 2/ Lamb, Hair, McDaniel', 'Prinsip-Prinsip Pemasaran Jilid 2 Edisi Kedelapan/ Philip Kotler, Gary Armstrong; Penerjemah, Damos Sihombing']"
PNJM-230906-0033,"['Edisi Kedelapan: Kalkulus Jilid 1/Dale Varberg, Edwin J Purcell Steven E Rigdon, Ahli Bahasa: T Nyoman Susila']"
PNJM-230906-0034,"['Penumpang Gelap Menembus Eropa Tanpa Uang/ Alijullah Hasan Jusuf', 'TRAGEDI RIMBA JIRAT PANJANG/ MOHD. NASIR']"
PNJM-230906-0035,['Sejarah Kebesaran Kesultanan Lingga-Riau/ Daud Kadir...[et.al]...']
PNJM-230906-0036,"['Raja Haji Fisabilillah: Hannibal Dari Riau/ Hasan Junus', 'Provinsi Kepulauan Riau/ Markus Gunawan']"
PNJM-230906-0037,['Raja dan Kerajaan dalam Kepustakaan Melayu/ Mahdini']
PNJM-230907-0038,['PENGANTAR AKUNTANSI: SOAL LATIHAN DAN PENYELESAINNYA / HERY']
PNJM-230907-0039,['PENGANTAR AKUNTANSI: SOAL LATIHAN DAN PENYELESAINNYA / HERY']
PNJM-230907-0040,['AKUNTANSI JASA DAN DAGANG PRAKTIS DENGAN CONTOH SOAL/ HERY']
PNJM-230907-0041,"['Ilmu Pendidikan Islam/ Zakiah Daradjat', 'MKDU: Dasar- Dasar Pendidikan Agama Islam Untuk Perguruan Tinggi/ Abu Ahmadi, Noor Salimi']"
PNJM-230907-0042,"['Dongeng Bunda Untuk Nashwa/ Windiyati Kurnia', 'Mia The Brave: Anak Keraton/ Satrio, Geugeu, Rendra']"
PNJM-230908-0043,"['Kecil-Kecil Jadi Detektif: Misteri Boneka Matryoshka/ Lakista Judith Tabina', 'Kecil-Kecil Punya Karya: The Hidden Secret, Terdampar Di Pulau Misteri/ Salma Syifa Setyanto']"
PNJM-230908-0044,"['BRITANNICA STUDENT ENCYCLOPEDIA VOLUME 3/ MARY ROSE MCCUDDEN', 'ENSIKLOPEDI POPULER ANAK JILID 4: KUPU-KUPU DAN NGENGAT-PENJELAJAH/ ANN KRAMER; PENERJEMAH, CONNY R. SEMIAWAN']"
PNJM-230908-0045,"['Ensiklopedia Bagus untuk Anak: Sains, Teknologi Jilid 5/ Tim Dorling Kindersley']"
PNJM-230908-0046,['EYD & Seputar Kebahasa-Indonesiaan/ Ernawati Waridah']
PNJM-230908-0047,['Kecil-kecil Punya Karya: Sejuta Bibit Impian dan Dua Puluh Cerpen Keren Lainnya/ Intan Nurhaliza']
PNJM-230908-0048,"['Undang-Undang UMKM (Usaha Mikro, Kecil dan Menengah) 2008: UU. RI No.20 Tahun 2008/ Redaksi Sinar Grafika', 'Akuntansi Untuk UKM: Metode Akuntansi Praktis dan Sederhana untuk Usaha Kecil dan Mencegah/ Anak Suryo']"
PNJM-230908-0049,"['Berani Tidak Disukai: Fenomena Dari Jepang Untuk Membebaskan Diri, Mengubah Diri, Mengubah Hidup, Dan Meraih Kebahagiaan Sejati/ Ichiro Kishimi, Fumitake Koga; Penerjemah: Agnes Chynthia']"
PNJM-230908-0050,"['Kitab Undang-Undang Hukum Perdata ( KUH Perdata)/Niniek Suparno', 'Aspek-Aspek Hukum Perdata internasional: Dalam Perkara-Perkara Kepailitan/ Mutiara Hikmah']"
PNJM-230908-0051,"['Kitab Undang-Undang Hukum Perdata ( KUH Perdata)/Niniek Suparno', 'Pengantar Penelitian Hukum/ Soerjono Soekanto']"
PNJM-230908-0052,['Mikro Ekonomi: Teori Pengantar Edisi Ketiga/ Sadomo Sukirno']
PNJM-230908-0053,['Kamus Super Lengkap Bahasa Inggris/ Staf Bahasa Infra']
PNJM-230908-0054,"['FILSAFAT BAHASA: MENGUNGKAP HAKIKAT BAHASA, MAKNA DAN TANDA/ ASEP AHMAD HIDAYAT', 'Student Pocket Dictionary: Inggris Indonesia- Indonesia Inggris/ Kimberly Adams, A.A Waskito']"
PNJM-230908-0055,"['Student Pocket Dictionary: Inggris Indonesia- Indonesia Inggris/ Kimberly Adams, A.A Waskito', 'FILSAFAT BAHASA: MENGUNGKAP HAKIKAT BAHASA, MAKNA DAN TANDA/ ASEP AHMAD HIDAYAT']"
PNJM-230908-0056,"['EVALUASI PEMBELAJARAN/ FATIH ARIFAH, YUSTISIANISA', 'Beberapa Teori Sastra, Metode Kritik, dan Penerapannya/ Rachmat Djoko Pradopo']"
PNJM-230908-0057,"['Beberapa Teori Sastra, Metode Kritik, dan Penerapannya/ Rachmat Djoko Pradopo', 'EVALUASI PEMBELAJARAN/ FATIH ARIFAH, YUSTISIANISA']"
PNJM-230908-0058,"['Beberapa Teori Sastra, Metode Kritik, dan Penerapannya/ Rachmat Djoko Pradopo', 'EVALUASI PEMBELAJARAN/ FATIH ARIFAH, YUSTISIANISA']"
PNJM-230908-0059,"['Sepuluh Episode Teragung Rasulullah Saw: Serial Kisah Dan Para Sahabat/ Khalid Muhammad Khalid, Penerjemah: Rasyid Satari', 'Perang Muhammad: Kisah Perjuangan Dan Pertempuran Rasulullah/ Nizar Abazha, Penerjemah: Asy Ari Khatib']"
PNJM-230908-0060,['Komunikasi Dalam Keperawatan Teori dan Aplikasi/ Abdul Nasir...[et.al]...']
PNJM-230909-0061,"['Penjaga Kabah: Siapa Saja Ya Keluarga Nabi Muhammad ?/ Wiwin Widyawati', 'Umar Bin Khaththab/ Indrayani Mallo']"
PNJM-230909-0062,"['Tujuh Puluh Lima Celoteh Anak: Menggugah dan Penuh Hikmah/ Kusmarwanti ...[et.al]...', 'Sembilan Puluh Sembilan Kumpulan Doa dan Hadis Untuk Anak/ Redaksi CF']"
PNJM-230909-0063,"['Sirah Nabi Muhammad Saw For Kids: Pemaafnya Rasulullah/ Nia Kurniawati', 'Sabarnya Rasulullah/ Aira Kimberly']"
PNJM-230909-0064,"['Islam Agamaku/ Beby Haryanti Dewi', 'Aku Belajar Disiplin/ Nizar Ulumuddin']"
PNJM-230909-0065,"['TEORI PEMBELAJARAN ANAK USIA DINI, DALAM KAJIAN NEUROSAINS/ SUYADI']"
PNJM-230909-0066,"['Peraga Huruf/ Ristyanti N', 'Detektif Javania/ Ivan Binuki, Assyfa S. Arum']"
PNJM-230909-0067,"['Metode Penelitian Kuantitatif: Teori Dan Aplikasi/ Bambang Prasetyo, Lina Miftahul Jannah', 'Metode Penelitian Kuantitatif & Kualitatif/ Jonathan Sarwono']"
PNJM-230909-0068,"['Mengenal Mukjizat 25 Nabi/ Eka Satria', 'Belajar Membaca Lewat Gambar/Rini Fazriana']"
PNJM-230909-0069,"['Geng Samad Vol 4: Jengkolman/ Assyfa S. Arum', 'Kisah Teladan Nabi Dan Rasul/ Abdul Lathif Asyur; Penerjemah, Masturi Irham, M.Abidun']"
PNJM-230909-0070,"['Pengantar Manajemen Edisi Revisi/ Fauzi, Rita Irviani']"
PNJM-230909-0071,['Pengantar Manajemen/ Fauzi']
PNJM-230909-0072,"['Pengantar Manajemen Edisi Revisi/ Fauzi, Rita Irviani']"
PNJM-230909-0073,['Pengantar Manajemen/ Fauzi']
PNJM-230909-0074,['Pengantar Manajemen/ Fauzi']
PNJM-230909-0075,"['NAMAKU STILTON, GERONIMO STILTON/ GERONIMO STILTON; PENERJEMAH, ALOYSIUS PRASETYA', 'Buku Peraga Jam/ Ermina Krisrmarsanti']"
PNJM-230909-0076,"['Menyantap Hidangan Lezat: Eat Yummy Food/ Contessa Dewi, Shania D.A', 'Jangan Nangis Mio!,Dont Cry , Mio!/Contessa Dewi']"
PNJM-230909-0077,"['Mengenal Allah: Rujukan Utama Makna Asmaul Husna dan Rahasia Penerapannya dalam Kehidupan/ Muhammad Ratib al-Nabulsi; Penerjemah, Roland Gunawan', 'Mengenal Tuhan/ H. Bey Arifin']"
PNJM-230909-0078,['Akuntansi Biaya/ Amin Widjajatunggal']
PNJM-230909-0079,"['FILOSOFI TERAS: Filsafat Yunani-Romawi Kuno Untuk Mental Tangguh Masa Kini/ Henry Manampiring', 'Seri Buku Tempo: Wahid Hasyim/ Nugroho Dewanto']"
PNJM-230909-0080,"['A My Sterious Sacandal Vol 4/Kim Yun -A', 'Fated/ Anindana']"
PNJM-230909-0081,"['Laut Bercerita/ Leila S. Chudori', 'Panduan Lengkap Psikotes Job Interview: Bacaan Utama Para Pencari Kerja Negeri Dan Swasta/ Nano Sunartyo']"
PNJM-230909-0082,"['Exo Salah GAul: Makan Bakwan Pake Bakso/Evi Mbow88', 'Bts Marriage Life/ Jeonyeriixa']"
PNJM-230909-0083,"['Tidak Takut Gelap/ Giat Sugianto', 'Terjebak Lumpur Isap/ Ermina Krismarsanti']"
PNJM-230909-0084,"['Geri Si Harimau Ompong/ Contessa Dewi', 'Pesan Dalam Botol/ Devi']"
PNJM-230909-0085,"['Teori Mikroekonomi Edisi Kedua/ Dominick Salvatore; Penerjemah, Rudy Sitompul']"
PNJM-230909-0086,"['BIASA BERCERITA: KUMPULAN CERPEN/ NANA TEDJA', 'Saksi Dan Pelaku Gestapu: Pengakuan Saksi Dan pelaku Sejarah Gerakan 30 September 1965/ Media Presindo']"
PNJM-230909-0087,"['Ilmu Pendidikan Islam/ Zakiah Daradjat', 'MKDU: Dasar- Dasar Pendidikan Agama Islam Untuk Perguruan Tinggi/ Abu Ahmadi, Noor Salimi']"
PNJM-230909-0088,"['Ilmu Pendidikan Islam: Tinjauan Teoretis dan Praktis Berdasarkan Pendekatan Interdisipliner/ Arifin', 'Pendidikan Agam Islam/ Mohammad Daud Ali']"
PNJM-230909-0089,"['Dasar-Dasar Matematika Ekonomi Edisi Keempat Jilid 1/ Alpha C. Chiang; Penerjemah, Susatio Sudigno, Nartanto']"
PNJM-230909-0090,"['Pengantar Studi Ilmu Perbandingan Agama/ T.H Thalhas', 'STUDI AGAMA ISLAM UNTUK PERGURUAN TINGGI KEDOKTERAN DAN KESEHATAN/ NINA AMINAH']"
PNJM-230911-0091,"['Think and Grow Rich: Edisi Abad Ke-21/ Napoleon Hill', 'Akuntansi Keuangan Teori dan Praktik/ Tim Books']"
PNJM-230911-0092,"['Kamus Italia Indonesia Disertai Tata Bahasa Italia Ringkas Edisi Revisi/ Faizah Soenoto Rivai', 'Jendela & Iptek Teknologi/ Roger Bridgman; Penerjemah, Yanuarius Mujiyanto']"
PNJM-230911-0093,['Akuntansi Perbankan: Petunjuk Praktis Operasional Bank/ Moh. Ramly Faud & M. Rustan D.M.']
PNJM-230911-0094,['Akuntansi Perbankan: Petunjuk Praktis Operasional Bank/ Moh. Ramly Faud & M. Rustan D.M.']
PNJM-230911-0095,"['Pengantar Ekonomi Mikro dan Makro/ Paulus Kurniawan, Made Kembar Sri Budhi', 'Panduan Kuliah Pendidikan Pancasila Untuk Perguruan Tinggi/ Elly M. Setiadi']"
PNJM-230911-0096,"['Pengantar Ekonomi Mikro dan Makro/ Paulus Kurniawan, Made Kembar Sri Budhi']"
PNJM-230911-0097,"['APLIKASI GRATIS UNTUK WINDOWS: GRATIS OK, BAJAK NO WAY!/ PAULUS YESAYA JATI']"
PNJM-230911-0098,['Perbedaan Penerapan Model Problem Based Learning Pada Hasil Belajar Geografi/ Dedy Miswar']
PNJM-230911-0099,"['DIGITAL FORTRESS: (BENTENG DIGITAL)/ DAN BROWN; PENERJEMAH, FERRY HALIM']"
PNJM-230911-0100,"['Let Me Know What/ Sunrise Publisher', 'BRITANNICA STUDENT ENCYCLOPEDIA VOLUME 1/ MARY ROSE MCCUDDEN']"
PNJM-230911-0101,"['Sudut Mati/ Tsugaeda', 'BUMI CINTA: SEBUAH NOVEL PEMBANGUN JIWA/ HABIBURRAHMAN EL SHIRAZY']"
PNJM-230911-0102,['AKUNTANSI JASA DAN DAGANG PRAKTIS DENGAN CONTOH SOAL/ HERY']
PNJM-230911-0103,['Hukum Administrasi Negara/Ridwan Hr']
PNJM-230911-0104,['Hukum Administrasi Negara/Ridwan Hr']
PNJM-230911-0105,"['BIOLOGY MATTERS! VOLUME 2 CELL BIOLOGY: MATERI BIOLOGI! VOLUME 2 BIOLOGI SEL/ HARVEY DEREK, AMY JANE BEER, NATALIE GOLD STEIM; PENERJEMAH, RIZKA YANUARTI']"
PNJM-230911-0106,"['Jahe Plus KenderBudi Daya Monokultur dan Polikultur/ Hesti Dwi Setyaningrum, Cahyo Saparinto', 'Menggapai Mentari/ Elisa Herman']"
PNJM-230911-0107,['Sentilan Kosmopolitan: Buah Permenungan Yang Mengajak Pembaca Menemukan Pencerahan Tanpa Perlu Mengernyitkan Dahi dan Menghabiskan Banyak waktu/Mujiburrahman']
PNJM-230911-0108,['Sistem Sosial Budaya Indonesia: Suatu Pengantar/ Jacobus Ranjabar']
PNJM-230911-0109,['PENDIDIKAN KEWIRAUSAHAAN/ DARYANTO']
PNJM-230911-0110,"['Burung Bayan Dan Si Penggetah/ Wahyuningrum', 'Legenda Batang Tuaka/Yulia S. Setiawati']"
PNJM-230911-0111,"['Tears Spring In Korea/ Dwi Andhika', 'DALAM MIHRAB CINTA: (NOVELET PEMBANGUNAN JIWA)/ HABIBURRAHMAN EL SHIRAZY']"
PNJM-230911-0112,"['Serangan Umum 1 Maret 1949: Dalam Kaleidoskop Sejarah Perjuangan Mempertahankan Kemerdekaan Indonesia/Batara R. Hutagalung', 'Pengantar Pendidikan/ Umar Tirtarahardja, La Sulo']"
PNJM-230911-0113,"['Pengantar Penelitian Hukum/ Soerjono Soekanto', 'Aspek-Aspek Hukum Perdata internasional: Dalam Perkara-Perkara Kepailitan/ Mutiara Hikmah']"
PNJM-230911-0114,"['Hukum Kontrak & Penyelesaian Sengketa Dari Perspektif Sekretaris/ Budiman N.P.D Sinaga', 'Perkembangan Hukum Kontrak Innominaat di Indonesia: Buku Kesatu/ Salim']"
PNJM-230911-0115,['Second Hurt: Luka itu Tidak Datang Sekali/ Heri Putra']
PNJM-230911-0116,['Anak Sejuta Bintang Perjalanan Panjang Penuh Cahaya/ Akmal Nasery Basral']
PNJM-230911-0117,['Who Am I ? Maybe You Could Change Me/ Maharani Tasya']
PNJM-230912-0118,"['Penelitian Hukum/ Peter Mahmud Marzuki', 'Hukum Penyelesaian Sengketa Internasional/Huala Adolf']"
PNJM-230912-0119,"['Penelitian Kualitatif Dasar-Dasar Edisi 2/ Samiaji Sarosa', 'METODOLOGI PENELITIAN KUALITATIF EDISI REVISI/ LEXY J. MOLEONG']"
PNJM-230912-0120,"['PENGANTAR ADMINISTRASI PEMBANGUNAN/ EM. LUKMAN HAKIM', 'Dasar-Dasar Penelitian Kualitatif/ Anselm Strauss, Juliet Corbin; Penerjemah, Muhammad Shodig']"
PNJM-230912-0121,"['Pemerintahan Daerah Di Indonesia: Hukum Administrasi Daerah/ Kansil dan Christine S.T Kansil', 'Seni Berbicara Kepada Siapa Saja, Kapan Saja, di Mana Saja/ Larry King; Penerjemah, Marcus Prihminto Widodo']"
PNJM-230912-0122,"['Kumpulan Lagu Daerah/ William G, lay K yanti', 'Kumpulan Lagu Daerah/William, G. St, Lay K. Yanti']"
PNJM-230912-0123,['Pernik-Pernik Rumah Tangga Islami: Tatanan Dan Peranannya Dalam Kehidupan Masyarakat/ Cahyadi Takariawan']
PNJM-230912-0124,"['Electronic Goverment: Strategi Pembangunan dan Pengembangan Sistem Pelayanan Publik Berbasis Teknologi Digital/ Richardus Eko Indrajit', 'Peningkatan Kualitas Pelayanan Publik Indonesia/ Muhammad Alfiansyah']"
PNJM-230912-0125,['Hukum Lingkungan Indonesia/ Gatot P Soemartono']
PNJM-230912-0126,"['Pengantar Pendidikan/ Umar Tirtarahardja, La Sulo']"
PNJM-230912-0127,['Manajemen Perubahan/ Wibowo']
PNJM-230912-0128,"['Pengantar Bisnis: Teori Dan Contoh Kasus/ Sudaryono', 'Dasar-Dasar Matematika Ekonomi Edisi Keempat Jilid 1/ Alpha C. Chiang; Penerjemah, Susatio Sudigno, Nartanto']"
PNJM-230912-0129,"['Asuhan Keperawatan Pada Klien Dengan Gangguan Sistem Muskuloskeletal/ Lukman, Nurna Ningsih', 'BUKU AJAR KEPERAWATAN MEDIKAL-BEDAH BRUNNER & SUDDARTH EDISI 8, VOLUME3/ SUZANNE C SMELTZER, BRENDA G BARE; PENERJEMAH ANDRY HARTONO']"
PNJM-230912-0130,"['KEWIRAUSAHAAN: PENANAMAN JIWA KEWIRAUSAAN/ DARYANTO, ARIS DWI CAHYONO', 'Pemasaran Strategik: Mengupas Pemasaran Strategik, Branding Strategy, Customer Satisfaction, Strategi Kompetitif, Hingga E-Marketing/ Fandy Tjiptono, Gregorius Chandra']"
PNJM-230912-0131,"['PENGANTAR LINGUISTIK UMUM/ SUHARDI', 'Studi Kelayakan Bisnis/ Kasmir & Jakfar']"
PNJM-230912-0132,"['Administrasi Negara Baru/ H. George frederickson; Penerjemah, Al-Ghozei Usman']"
PNJM-230912-0133,"['Seni Berbicara: Kepada Siapa Saja, Kapan Saja, di Mana Saja (EDISI REVISI)/ Larry King, Bill Gilbert', 'Fiqih Sunnah Wanita/ Abu Malik Kamal Bin As-Sayyid Salim']"
PNJM-230912-0134,"['Why Men Marry Butches/ Argov Sherry; Penerjemah, Lena Rahmanti']"
PNJM-230912-0135,"['If Love Room/ Sundo Nagae, Penerjemah: Loren Halim']"
PNJM-230912-0136,"['AKUNTANSI LANJUTAN EDISI KEDELAPAN JILID 1/ FLOYD A. BEAMS...[ET.AL]...; PENERJEMAH, CHARLIESARIPUTRA']"
PNJM-230912-0137,['Manajemen Keuangan Modern: Analisis Perencanaan dan Kebijaksanaan/ Mohamad Muslich']
PNJM-230912-0138,['Mengenal Ilmu Politik/ Ikhsan Darmawan']
PNJM-230912-0139,['Mengenal Ilmu Politik/ Ikhsan Darmawan']
PNJM-230913-0140,"['METODE PENELITIAN KUANTITATIF: UNTUK ADMINISTRASI PUBLIK DAN MASALAH-MASALAH SOSIAL/ ERWAN AGUS PURWANTO & DYAH RATIH SULISTYASTUTI', 'MEMAHAMI METODE-METODE PENELITIAN: SUATU TINJAUAN TEORITIS DAN PRAKTIS/ ANDI PRASTOWO']"
PNJM-230913-0141,"['Asas Metodologi Penelitian: Sebuah Pengenalan Dan Penuntun Langkah Demi Langkah Pelaksanaan Penelitian/Yayah Sopyan', 'Metodologi Penelitian Sosial Ekonomi/ Made Wirartha']"
PNJM-230913-0142,"['Memahami Ilmu Pemerintahan: Suatu Kajian, Teori, Konsep Dan Pembangunannya/ Muhadam Labolo', 'Kesehatan Mental Konsep Cakupan Dan Perkembangan/ Siswanto']"
PNJM-230913-0143,['Dunia Maritim Pantai Barat Sumatera/Gusti Asnan']
PNJM-230913-0144,"['Dunia Maritim Pantai Barat Sumatera/Gusti Asnan', 'Semua Orang Bisa Jadi Pengusaha/ Sasmito']"
PNJM-230913-0145,"['Metodologi Penelitian Pendidikan: Cara Mudah Merencanakan Dan Melaksanakan Penelitian Menyusun Dengan MudahKarya Tulis Ilmiah Disertai Contoh Hasil Penelitian/ Zainal Aqip, Mohammad Hasan Rasidi', 'Pembangunan Kelautan Dan Kewilayahan/ Rahardjo Adisasmita']"
PNJM-230913-0146,['Pembangunan Kelautan Dan Kewilayahan/ Rahardjo Adisasmita']
PNJM-230913-0147,"['KURIKULUM BERBASIS KOMPETENSI: KONSEP, KARAKTERISTIK, DAN IMPLEMENTASI/ E. MULYASA', 'Teori Kurikulum: Visi-Visi Yang Saling Bertentangan Dan Kekhawatiran Tanpa Henti/ Michael Stephen Schiro; Penerjemah: Endah Sulistyowati']"
PNJM-230913-0148,"['Pengantar Ilmu Politik/ Dorothy Pickles', 'Mengenal Ilmu Politik/ Ikhsan Darmawan']"
PNJM-230913-0149,"['Cara Asyik Menguasai Trigonometri/ Erna Hanifah Nurhayati', 'TRIGONOMETRI ILMU UKUR SEGITIGA/ JANU ISMADI']"
PNJM-230913-0150,"['Cara Asyik Menguasai Trigonometri/ Erna Hanifah Nurhayati', 'TRIGONOMETRI ILMU UKUR SEGITIGA/ JANU ISMADI']"
PNJM-230913-0151,['Pengantar Ilmu Politik/ Dorothy Pickles']
PNJM-230913-0152,['Pengantar Ilmu Politik/ Dorothy Pickles']
PNJM-230913-0153,"['Ragam Desain Rumah 100-300 Juta Masa Kini/ Djoko Wiratno', 'Panduan Membangun Rumah: Desain, Analisis Harga, & Rencana Anggaran Biaya/ Yanto Irawan']"
PNJM-230913-0154,"['Pengantar Mikroekonomi Edisi KEdelapan Jilid 1/ Richard Lipsey, Peter O. Steiner dan Douglas D.Purvis']"
PNJM-230914-0155,"['Akuntansi Biaya Tingkat Lanjut: Kajian Teori dan Aplikasi/ Bastian Bustami, Nurlela']"
PNJM-230914-0156,['Modus Operandi Pidana Khusus Di Luar: Kuhp/Alfitra']
PNJM-230914-0157,['MERANCANG KARYA TULIS ILMIAH/ H. SUHERLI KUSMANA']
PNJM-230914-0158,"['Pengantar Pendidikan: Asas & Filsafat Pendidikan/ Rulam Ahmadi', 'Pengantar Pendidikan: Universitas Indraprasta PGRI/ Nuraeni, Saraswati, Sri Utami...[et.all]...']"
PNJM-230914-0159,['Bad Girl Vs Ketua Osis/ Intanzs']
PNJM-230914-0160,['Amandemen UU Tindak Pidana Pencucian Uang: UU No. 25 Tahun 2003/ pemerintah Indonesia']
PNJM-230914-0161,"['Teori Realitivitas Einstein: Penjelasan Populer Untuk Umum/ BertrandRussell; Penerjemah, Dariyanto']"
PNJM-230914-0162,"['PENGANTAR AKUNTANSI: SOAL LATIHAN DAN PENYELESAINNYA / HERY', 'The Bad Boy In Suit/Yessy N']"
PNJM-230914-0163,['Pendidikan Anti Korupsi: Untuk Sekolah Dan Perguruan Tinggi/ David Wijaya']
PNJM-230914-0164,"['MANAJEMEN & KEPEMIMPINAN KEPALA SEKOLAH/ ANDANG', 'Kepemimpinan Visioner Kepala Sekolah Dalam Meningkatkan Mutu Pendidikan/ Nurul Hidayah']"
PNJM-230914-0165,"['Dasar-Dasar Akunting/ George A. Mac Farland, Robert D.Ayars, Williard E.Stone; Penerjemah, Kartasapuetra']"
PNJM-230914-0166,"['Sistem Ketatanegaraan Indonesia (dari Orla, Orba Sampai Reformasi): Telaah Sosiologis Yuridis dan Yuridis Pragmatis Krisis Jati Diri Hukum Tata Negara Indonesia/ Abraham Amos', 'Islamic Banking Edisi Ketiga/ Adiwarman A. Karim']"
PNJM-230914-0167,['Lebih Tahu: Organ Pada Tumbuhan/ Eka Tresnawati']
PNJM-230914-0168,['Anatomi Fisiologi Edisi 4: Kurikulum Berbasis Kompetensi Untuk Keperawatan dan Kebidanan/ H. Syaifuddin']
PNJM-230915-0169,"['Asas Metodologi Penelitian: Sebuah Pengenalan Dan Penuntun Langkah Demi Langkah Pelaksanaan Penelitian/Yayah Sopyan', 'Metodologi Penelitian & Teknik Penyusunan Skripsi/ Abdurrahman Fathoni']"
PNJM-230915-0170,"['Mukjizat Terapi Quran Untuk Hidup Sukses/ Mustamir Pedak', 'Kekuatan Berpikir Positif/ Muhammad Syafiie El-Bantanie']"
PNJM-230915-0171,['Akuntansi Perbankan: Petunjuk Praktis Operasional Bank/ Moh. Ramly Faud & M. Rustan D.M.']
PNJM-230915-0172,"['Psikologi Perkembangan Islami/ Aliah B. Purwakania Hasan', 'Mengenal Tuhan/ H. Bey Arifin']"
PNJM-230915-0173,"['Psikologi Perkembangan Islami/ Aliah B. Purwakania Hasan', 'History Of The Arabs: Rujukan Induk dan Paling Otoritatif Tentang Sejarah Peradaban Islam/Philip K. Hitti; Penerjemah, R. Cecep Lukman Yasin & Dedi Slamet Riyadi']"
PNJM-230915-0174,['My Bastard Prince/ Daasa']
PNJM-230915-0175,"['Kalkulus/ Koko Martono', 'Lima Puluh Pemikir Paling Berpengaruh Terhadap Dunia Pendidikan Modern: Biografi, Dedikasi, dan Kontribusinya/ Joy A. Palmer']"
PNJM-230915-0176,['Pengantar Ilmu Hukum/ Dijan Widijowati']
PNJM-230915-0177,['Pengantar Ilmu Hukum/ Dijan Widijowati']
PNJM-230915-0178,['Penelitian Hukum/ Peter Mahmud Marzuki']
PNJM-230915-0179,"['KEPERAWATAN MATERNITASVOLUME 2: KESEHATAN WANITA, BAYI & KELUARGA EDISI 18./ SHARON J REEDER...[ET.AL]...; PENERJEMAH YATI AFIYANTI']"
PNJM-230915-0180,['MAN JADDA WAJADA: THE ART OF EXCELLENT LIFE/ AKBAR ZAINUDIN']
PNJM-230915-0181,"['Sejarah Agama-Agama: Studi Sejrah, Karakteristik dan Praktik Agama-Agama Besar Di Dunia/ Prof. Allan Menzies, D.D, Penerjemah; Dian Yulianto dan EmIrfan', 'Sejarah Terlengkap Agama-Agama Di Dunia: Dari Masa Klasik Hingga Modern/M. Ali Imron']"
PNJM-230915-0182,"['KUMPULAN CERPEN: SUNGAI KUNANG-KUNANG/ ERIYANDI BUDIMAN', 'KUMPULAN CERPEN: DESIR/ DANIEL MAHENDRA']"
PNJM-230915-0183,"['Kumpulan Cerita Parodi Kecil/ Laila Suci Romadina', 'Bad Girl In Pesantren/ Intan Zs']"
PNJM-230915-0184,"['Rich Dad Poor Dad: Apa Yang Diajarkan Orang Kaya Kepada Anak-anak Mereka Tentang Uang-Yang Tidak Diajarkan Oleh Orang Miskin Dan Kelas Menengah!/ Robert T. Kiyosaki,: Penerjemah: J. Dwi Helly Purnomo']"
PNJM-230915-0185,['Cara Mudah Menggambar Dengan Pensil/ Veri Apriyanto']
PNJM-230915-0186,"['Hukum Islam: Pengantar Ilmu Hukum dan Tata Hukum Islam di Indonesia/ Mohammad Daud Ali', 'Mendidik Anak Bersama Nabi: Panduan Lengkap Pendidikan Anak Disertai Teladan Kehidupan Para Salafo/Muhammad Suwaid']"
PNJM-230915-0187,"['Student Pocket Dictionary: Inggris Indonesia- Indonesia Inggris/ Kimberly Adams, A.A Waskito']"
PNJM-230915-0188,"['Student Pocket Dictionary: Inggris Indonesia- Indonesia Inggris/ Kimberly Adams, A.A Waskito']"
PNJM-230915-0189,"['FILSAFAT BAHASA: MENGUNGKAP HAKIKAT BAHASA, MAKNA DAN TANDA/ ASEP AHMAD HIDAYAT']"
PNJM-230915-0190,['Pengantar Pendidikan: Asas & Filsafat Pendidikan/ Rulam Ahmadi']
PNJM-230915-0191,"['Buku I Perburuan Bintang Surya/ Yohanes Surya, Ellen Conny, Sylvia Lim']"
